,modo_envio,numero_chamadas_cliente,avaliacao_cliente,custo_produto,compras_anteriores,prioridade_produto,genero,desconto,peso_gramas,entregue_no_prazo,corredor_armazem_A,corredor_armazem_B,corredor_armazem_C,corredor_armazem_D,corredor_armazem_F,performance_prioridade_envio_Atraso Crítico,performance_prioridade_envio_Atraso Problemático,performance_prioridade_envio_Atraso Tolerável,performance_prioridade_envio_Não Houve Atraso,performance_modo_envio_Atraso Crítico na Entrega Por Aviao,performance_modo_envio_Atraso Crítico na Entrega Por Caminhao,performance_modo_envio_Atraso Crítico na Entrega Por Navio,performance_modo_envio_Atraso Problemático na Entrega Por Aviao,performance_modo_envio_Atraso Problemático na Entrega Por Caminhao,performance_modo_envio_Atraso Problemático na Entrega Por Navio,performance_modo_envio_Atraso Tolerável na Entrega Por Aviao,performance_modo_envio_Atraso Tolerável na Entrega Por Caminhao,performance_modo_envio_Atraso Tolerável na Entrega Por Navio,performance_modo_envio_Não Houve Atraso,faixa_desconto_Desconto Abaixo da Media,faixa_desconto_Desconto Acima da Media,performance_faixa_desconto_Atraso na Entrega com Desconto Abaixo da Media,performance_faixa_desconto_Entrega no Prazo com Desconto Abaixo da Media,performance_faixa_desconto_Entrega no Prazo com Desconto Acima da Media
2691,0,0.815831562210931,1.4239040408372658,0.1728971962616822,-1.135605124767058,1,0,0.3650094835305502,0.019430241051862668,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2692,0,-0.057347773731440184,-0.7003755648020696,0.4439252336448598,-0.35970184795536136,2,0,-0.035223621989795194,0.39079620160701245,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2693,0,-0.9305271096738114,-1.408468766681848,0.49532710280373826,-0.35970184795536136,1,0,2.56629156389245,0.3725346968590212,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2694,0,0.815831562210931,-1.408468766681848,0.30841121495327106,1.192104705668032,1,0,2.299469493545553,0.1060628195763331,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2695,0,0.815831562210931,-1.408468766681848,0.5981308411214953,-1.135605124767058,1,0,0.09818741318365327,0.2860482103725347,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2697,0,-0.9305271096738114,1.4239040408372658,0.822429906542056,-1.135605124767058,2,1,1.2321812121579652,0.20993425858290723,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2698,0,-0.057347773731440184,0.007717637077708872,0.8084112149532711,-0.35970184795536136,1,0,-0.36875120992341637,0.2245434623813002,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2699,0,-0.057347773731440184,-0.7003755648020696,0.3878504672897196,-0.35970184795536136,0,0,1.165475694571241,0.010956902848794747,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2700,0,-0.9305271096738114,1.4239040408372658,0.602803738317757,-1.135605124767058,1,0,2.899819151826071,0.23301680058436816,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2701,0,-0.9305271096738114,-0.7003755648020696,0.16822429906542058,-1.135605124767058,2,1,-0.4354567275101406,0.026880934989043093,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2702,0,0.815831562210931,0.007717637077708872,0.6915887850467289,-0.35970184795536136,1,0,2.6329970814791746,0.30927684441197956,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2706,0,-0.057347773731440184,0.007717637077708872,0.36448598130841126,-0.35970184795536136,1,0,-0.5021622450968648,0.07319211102994885,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2707,0,-1.8037064456161827,-1.408468766681848,0.4859813084112149,-0.35970184795536136,2,1,1.4322977649181379,0.175018261504748,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2708,0,-0.9305271096738114,-1.408468766681848,0.25233644859813087,-0.35970184795536136,2,0,-0.30204569233669215,0.10869247626004383,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2709,0,-0.9305271096738114,-0.7003755648020696,0.19158878504672894,-0.35970184795536136,2,0,-0.2353401747499679,0.050547845142439735,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2710,0,-0.9305271096738114,-1.408468766681848,0.397196261682243,-0.35970184795536136,2,1,1.0987701769845168,0.2892622352081812,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2711,0,0.815831562210931,-0.7003755648020696,0.7009345794392524,-1.135605124767058,2,1,0.03148189559692904,0.24119795471146824,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2712,0,-0.9305271096738114,0.007717637077708872,0.6588785046728972,1.192104705668032,1,1,2.3661750111322775,0.15427319211102994,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2713,2,-0.9305271096738114,1.4239040408372658,0.6074766355140188,-0.35970184795536136,2,1,2.8331136342393473,0.21387874360847334,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2714,2,-0.057347773731440184,0.7158108389574873,0.602803738317757,-0.35970184795536136,1,1,2.56629156389245,0.2762600438276114,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2715,2,-0.9305271096738114,-0.7003755648020696,0.8037383177570093,-1.135605124767058,1,1,0.49842051870399867,0.25273922571219865,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2716,2,-0.057347773731440184,0.007717637077708872,0.23364485981308414,-0.35970184795536136,1,1,1.8992363880252077,0.020306793279766255,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2717,2,-0.057347773731440184,1.4239040408372658,0.29439252336448596,-0.35970184795536136,1,1,-0.7022787978570375,0.006866325785244709,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2718,2,-0.9305271096738114,-1.408468766681848,0.18224299065420557,-0.35970184795536136,1,0,1.699119835265035,0.12096420745069394,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2719,2,-0.9305271096738114,-0.7003755648020696,0.17757009345794394,-1.135605124767058,2,0,2.1660584583721048,0.13805697589481372,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2720,2,-0.057347773731440184,0.007717637077708872,0.5327102803738317,-0.35970184795536136,1,1,-0.6355732802703133,0.2543462381300219,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2721,2,-0.057347773731440184,0.7158108389574873,0.663551401869159,-0.35970184795536136,1,0,0.03148189559692904,0.152081811541271,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2722,2,-0.057347773731440184,0.007717637077708872,0.5514018691588785,0.4162014288563354,1,1,1.4322977649181379,0.35719503287070853,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2723,2,-0.057347773731440184,-0.7003755648020696,0.5046728971962616,0.4162014288563354,1,0,1.4990032825048623,0.25186267348429514,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2724,2,-0.057347773731440184,-1.408468766681848,0.6121495327102803,-0.35970184795536136,1,1,-0.5021622450968648,0.3066471877282688,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2725,2,-0.057347773731440184,0.007717637077708872,0.7336448598130841,-0.35970184795536136,0,0,0.3650094835305502,0.2699780861943024,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2726,2,-1.8037064456161827,0.007717637077708872,0.14018691588785048,0.4162014288563354,0,0,-0.6355732802703133,0.053031409788166534,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2727,2,-0.057347773731440184,0.7158108389574873,0.5233644859813084,-1.135605124767058,0,0,0.49842051870399867,0.25682980277574874,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2728,2,-0.057347773731440184,0.7158108389574873,0.3878504672897196,-0.35970184795536136,1,1,2.3661750111322775,0.13761869978086191,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2730,2,-0.9305271096738114,0.7158108389574873,0.22429906542056077,-0.35970184795536136,1,1,2.899819151826071,0.0723155588020453,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2731,2,-0.9305271096738114,0.007717637077708872,0.6542056074766355,-1.135605124767058,2,0,3.03323018699952,0.3446311176040906,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2732,2,-0.057347773731440184,0.7158108389574873,0.6495327102803737,-0.35970184795536136,1,0,0.29830396594382597,0.39649379108838567,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2733,2,-0.057347773731440184,1.4239040408372658,0.7383177570093459,-0.35970184795536136,1,1,1.0987701769845168,0.4213294375456538,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2734,2,-0.9305271096738114,-0.7003755648020696,0.22429906542056077,1.192104705668032,2,1,2.032647423198656,0.0037983929875821665,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2735,1,0.815831562210931,-1.408468766681848,0.822429906542056,-0.35970184795536136,2,1,0.9653591418110683,0.20657414170927682,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2736,1,-0.9305271096738114,0.007717637077708872,0.4439252336448598,0.4162014288563354,2,0,0.29830396594382597,0.39065010956902846,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2737,1,0.815831562210931,0.007717637077708872,0.37850467289719625,0.4162014288563354,2,1,3.1666412221729683,0.023082542001460926,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2738,1,0.815831562210931,0.7158108389574873,0.6074766355140188,-0.35970184795536136,1,0,2.232763975958829,0.3138056975894814,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2739,1,-0.9305271096738114,0.7158108389574873,0.16822429906542058,-1.135605124767058,2,1,-0.035223621989795194,0.07187728268809349,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2740,1,-0.9305271096738114,-1.408468766681848,0.11682242990654212,1.192104705668032,1,0,3.1666412221729683,0.0841490138787436,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2741,1,-0.057347773731440184,-0.7003755648020696,0.35046728971962615,-0.35970184795536136,1,0,1.8325308704384833,0.0029218407596786067,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2742,1,-0.9305271096738114,0.007717637077708872,0.383177570093458,-0.35970184795536136,0,1,-0.035223621989795194,0.13133674214755295,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2743,1,-0.057347773731440184,0.007717637077708872,0.16822429906542058,0.4162014288563354,2,1,-0.16863465716324366,0.11190650109569025,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2744,1,1.6890108981533023,0.7158108389574873,0.7149532710280374,1.192104705668032,2,1,2.032647423198656,0.30343316289262234,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2745,1,-1.8037064456161827,0.7158108389574873,0.29439252336448596,-0.35970184795536136,2,1,2.299469493545553,0.07976625273922572,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2746,1,0.815831562210931,-0.7003755648020696,0.35046728971962615,-0.35970184795536136,0,1,1.4322977649181379,0.004090577063550038,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2747,1,-0.9305271096738114,0.007717637077708872,0.25233644859813087,-0.35970184795536136,1,1,-0.4354567275101406,0.11307523739956174,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2748,1,-0.057347773731440184,0.7158108389574873,0.383177570093458,-0.35970184795536136,1,0,-0.7689843154437618,0.023959094229364486,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2749,1,-0.9305271096738114,0.007717637077708872,0.44859813084112143,2.7439112592914254,0,0,0.8319481066376199,0.1681519357195033,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2750,1,-0.9305271096738114,1.4239040408372658,0.5514018691588785,3.519814536103122,0,1,2.499586046305726,0.38378378378378375,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2751,1,0.815831562210931,0.007717637077708872,0.602803738317757,2.7439112592914254,2,0,2.1660584583721048,0.3157048940832724,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2752,1,0.815831562210931,0.7158108389574873,0.3317757009345794,2.7439112592914254,2,0,0.6985370714641714,0.1008035062089116,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2753,1,-0.9305271096738114,1.4239040408372658,0.6962616822429907,0.4162014288563354,2,1,-0.5688677626835891,0.258290723155588,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2754,1,-0.057347773731440184,1.4239040408372658,0.19626168224299068,2.7439112592914254,2,1,3.1666412221729683,0.053323593864134405,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2756,1,-0.9305271096738114,1.4239040408372658,0.009345794392523366,-0.35970184795536136,2,0,2.3661750111322775,0.09262235208181155,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2757,0,-0.9305271096738114,-1.408468766681848,0.630841121495327,-1.135605124767058,1,1,2.0993529407853804,0.39254930606281957,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2758,0,0.815831562210931,1.4239040408372658,0.24766355140186913,2.7439112592914254,2,0,2.499586046305726,0.0504017531044558,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2759,0,-0.9305271096738114,-1.408468766681848,0.514018691588785,-0.35970184795536136,2,1,1.0320646593977925,0.2762600438276114,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2761,0,-0.9305271096738114,-1.408468766681848,0.4532710280373832,-1.135605124767058,2,0,0.6985370714641714,0.2523009495982469,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2762,0,0.815831562210931,-1.408468766681848,0.7803738317757009,-1.135605124767058,2,0,-0.5688677626835891,0.01329437545653761,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2763,0,-0.9305271096738114,-0.7003755648020696,0.4439252336448598,0.4162014288563354,2,0,0.23159844835710175,0.1864134404674945,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2764,0,0.815831562210931,0.7158108389574873,0.37850467289719625,0.4162014288563354,2,1,2.3661750111322775,0.13425858290723156,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2765,0,0.815831562210931,1.4239040408372658,0.6074766355140188,-0.35970184795536136,1,1,2.499586046305726,0.1967859751643535,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2766,0,-0.9305271096738114,-1.408468766681848,0.16822429906542058,-1.135605124767058,2,0,0.23159844835710175,0.10664718772826878,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2768,0,-0.057347773731440184,-0.7003755648020696,0.35046728971962615,-0.35970184795536136,1,1,1.4322977649181379,0.051278305332359386,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2769,0,-0.9305271096738114,0.007717637077708872,0.383177570093458,-0.35970184795536136,0,1,2.032647423198656,0.07538349159970781,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2770,0,-0.057347773731440184,0.7158108389574873,0.16822429906542058,0.4162014288563354,2,0,2.0993529407853804,0.10094959824689553,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2771,0,1.6890108981533023,1.4239040408372658,0.7149532710280374,1.192104705668032,2,1,0.898653624224344,0.4230825420014609,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2772,0,-1.8037064456161827,0.007717637077708872,0.29439252336448596,-0.35970184795536136,2,0,1.7658253528517591,0.06953981008035062,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2773,0,0.815831562210931,1.4239040408372658,0.35046728971962615,-0.35970184795536136,0,1,0.09818741318365327,0.08078889700511321,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2774,0,-0.9305271096738114,-1.408468766681848,0.25233644859813087,-0.35970184795536136,1,0,2.032647423198656,0.12125639152666182,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2775,0,-0.057347773731440184,-1.408468766681848,0.383177570093458,-0.35970184795536136,1,1,0.43171500111727446,0.1322132943754565,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2776,0,-0.9305271096738114,0.007717637077708872,0.44859813084112143,2.7439112592914254,0,0,1.5657088000915864,0.38466033601168736,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2777,0,-0.9305271096738114,0.7158108389574873,0.5514018691588785,3.519814536103122,0,0,-0.4354567275101406,0.2809349890430971,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2778,0,0.815831562210931,0.007717637077708872,0.602803738317757,2.7439112592914254,2,0,0.29830396594382597,0.3674214755295836,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2779,0,0.815831562210931,0.7158108389574873,0.3317757009345794,2.7439112592914254,2,0,2.032647423198656,0.09028487947406866,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2780,0,-0.9305271096738114,-0.7003755648020696,0.6962616822429907,0.4162014288563354,2,1,3.1666412221729683,0.17195032870708546,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2782,0,-0.057347773731440184,0.7158108389574873,0.3598130841121495,-0.35970184795536136,2,0,3.2333467397596927,0.08882395909422935,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2783,0,-0.9305271096738114,-0.7003755648020696,0.009345794392523366,-0.35970184795536136,2,0,3.1666412221729683,0.008181154127100077,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2784,0,-0.9305271096738114,-1.408468766681848,0.630841121495327,-1.135605124767058,1,1,0.7652425890508956,0.41051862673484296,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2785,0,0.815831562210931,0.007717637077708872,0.24766355140186913,2.7439112592914254,2,0,2.56629156389245,0.06194302410518626,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2786,0,-0.9305271096738114,1.4239040408372658,0.514018691588785,-0.35970184795536136,2,1,0.5651260362907229,0.4010226442658875,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2788,0,-0.9305271096738114,1.4239040408372658,0.4532710280373832,-1.135605124767058,2,0,-0.035223621989795194,0.39868517165814465,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2789,0,0.815831562210931,-0.7003755648020696,0.7803738317757009,-1.135605124767058,2,0,2.56629156389245,0.095836376917458,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2791,0,0.815831562210931,0.7158108389574873,0.4532710280373832,-0.35970184795536136,1,1,2.8331136342393473,0.25668371073776475,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2792,0,-0.057347773731440184,0.7158108389574873,0.35046728971962615,-0.35970184795536136,2,0,-0.10192913957651943,0.0866325785244704,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2793,0,-0.9305271096738114,1.4239040408372658,0.5420560747663551,-0.35970184795536136,1,0,0.43171500111727446,0.24864864864864863,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2794,0,-1.8037064456161827,-1.408468766681848,0.29439252336448596,-1.135605124767058,1,0,2.0993529407853804,0.03097151205259313,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2795,0,-0.9305271096738114,-0.7003755648020696,0.028037383177570097,0.4162014288563354,2,1,2.9665246694127956,0.031994156318480654,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2796,0,-0.9305271096738114,-0.7003755648020696,0.2289719626168224,-1.135605124767058,2,0,1.0987701769845168,0.10065741417092769,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2797,0,-0.9305271096738114,-1.408468766681848,0.602803738317757,-1.135605124767058,0,0,2.032647423198656,0.23140978816654492,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2798,0,-1.8037064456161827,-1.408468766681848,0.36448598130841126,-0.35970184795536136,2,0,-0.035223621989795194,0.052154857560262974,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2799,0,-0.057347773731440184,0.007717637077708872,0.5934579439252335,0.4162014288563354,1,0,0.8319481066376199,0.3136596055514974,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2800,0,-0.9305271096738114,1.4239040408372658,0.4158878504672897,-1.135605124767058,1,0,1.5657088000915864,0.3652300949598247,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2801,0,-0.057347773731440184,1.4239040408372658,0.6962616822429907,-0.35970184795536136,2,1,-0.4354567275101406,0.25069393718042365,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2803,0,-0.9305271096738114,0.007717637077708872,0.21028037383177567,0.4162014288563354,1,0,1.4990032825048623,0.06077428780131483,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2804,0,-0.057347773731440184,-0.7003755648020696,0.588785046728972,-1.135605124767058,2,0,0.23159844835710175,0.2216216216216216,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2806,0,-0.9305271096738114,-1.408468766681848,0.4252336448598131,0.4162014288563354,2,1,1.9659419056119318,0.38276113951789625,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2807,0,-0.057347773731440184,-0.7003755648020696,0.5607476635514018,-1.135605124767058,1,0,0.898653624224344,0.20891161431701968,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2808,0,-0.9305271096738114,-0.7003755648020696,0.23364485981308414,0.4162014288563354,1,1,0.03148189559692904,0.11526661796932067,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2809,0,-0.9305271096738114,-0.7003755648020696,0.5186915887850467,-1.135605124767058,1,1,0.49842051870399867,0.3532505478451424,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2810,0,-0.057347773731440184,-0.7003755648020696,0.602803738317757,-1.135605124767058,1,0,-0.4354567275101406,0.14740686632578523,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2811,0,-0.9305271096738114,0.7158108389574873,0.6261682242990655,-1.135605124767058,2,0,0.1648929307703775,0.19006574141709273,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2812,0,-0.9305271096738114,-0.7003755648020696,0.3598130841121495,-0.35970184795536136,2,0,1.6324143176783106,0.14448502556610662,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2813,0,-0.057347773731440184,0.7158108389574873,0.14485981308411222,0.4162014288563354,0,1,2.766408116652623,0.0347699050401753,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2814,0,-0.9305271096738114,0.007717637077708872,0.5514018691588785,-1.135605124767058,1,1,1.0320646593977925,0.4189919649379109,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2815,0,-0.057347773731440184,-1.408468766681848,0.3037383177570093,-0.35970184795536136,1,1,3.099935704586244,0.06617969320672024,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2816,0,-0.057347773731440184,-0.7003755648020696,0.7757009345794391,-1.135605124767058,1,0,1.6324143176783106,0.3684441197954712,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2817,0,0.815831562210931,-0.7003755648020696,0.2850467289719626,-0.35970184795536136,1,1,-0.7689843154437618,0.1164353542731921,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2818,0,-0.9305271096738114,-1.408468766681848,0.31775700934579443,-0.35970184795536136,2,0,-0.2353401747499679,0.11716581446311178,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2819,0,-0.057347773731440184,0.7158108389574873,0.36448598130841126,-1.135605124767058,1,0,-0.10192913957651943,0.0841490138787436,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2820,0,-1.8037064456161827,-0.7003755648020696,0.4299065420560748,0.4162014288563354,2,1,1.7658253528517591,0.2078889700511322,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
